cq147369,零零发,1,300,102,1.54,107,1153,146
cq147369,鳌拜,2,300,64,.97,76,2418,82
cq147369,和珅,3,150,4,.03,16,2421,13
cq147369,郑板桥,4,200,5,.05,16,2206,21
cq147369,喜来乐,5,200,7,.07,24,3465,21
cq147369,苏乞儿,6,300,59,.89,72,2700,88
cq147369,李卫,7,150,3,.02,23,4131,14
cq147369,刘伯温,8,300,18,.27,57,7982,33
cq147369,林则徐,9,200,3,.03,24,4368,19
cq147369,方世玉,10,300,45,.68,55,2014,63
cq147369,多尔衮,11,300,25,.38,31,1259,37
cq147369,左宗棠,12,300,10,.15,40,6163,32
cq147369,张之洞,13,300,8,.12,53,9043,22
cq147369,蒲松龄,14,150,2,.02,19,3571,16
cq147369,李鸿章,15,150,6,.05,24,3606,19
cq147369,李寻欢,16,300,14,.21,38,4822,32
cq147369,索尼,17,150,8,.06,22,2902,29
cq147369,胡雪岩,18,150,3,.02,11,1733,16
cq147369,曹雪芹,19,150,3,.02,13,2047,16
cq147369,海大富,20,300,45,.68,70,5188,83
cq147369,华佗,21,150,3,.02,23,4024,17
cq147369,墨子,22,150,3,.02,15,2477,17
cq147369,杜甫,23,300,4,.06,56,10492,19
cq147369,廉颇,24,300,17,.26,53,7200,37
cq147369,庄周,25,200,6,.06,11,1059,21
cq147369,李元芳,26,300,4,.06,39,7175,17
cq147369,鲁班,27,1,2,.00,27,5110,17
cq147369,孙武,28,300,10,.15,27,3539,18
cq147369,关羽,33,300,252,3.83,254,596,261
cq147369,张飞,34,300,7,.11,29,4545,16
cq147369,赵云,35,300,11,.23,33,4553,20
cq147369,马超,36,350,245,4.35,268,4777,254
cq147369,黄忠,37,300,64,.97,66,550,73
cq147369,诸葛亮,38,350,279,4.96,288,1910,290
cq147369,庞统,39,300,146,2.21,146,110,157
cq147369,周瑜,40,300,31,.47,31,100,41
cq147369,郭嘉,41,350,336,5.96,337,237,347
cq147369,韦小宝,44,350,312,5.50,319,1448,357
cq147369,黄飞鸿,45,350,119,2.10,132,2733,202
cq147369,马云騄,55,350,243,4.28,265,4571,856
muyang1,零零发,1,350,172,3.04,222,10027,316
muyang1,鳌拜,2,350,146,2.58,169,4705,237
muyang1,和珅,3,300,46,.69,53,1513,78
muyang1,郑板桥,4,250,25,.31,31,1230,53
muyang1,喜来乐,5,300,33,.50,40,1534,66
muyang1,苏乞儿,6,300,101,1.53,111,2164,150
muyang1,李卫,7,289,27,.39,35,1721,61
muyang1,刘伯温,8,300,36,.54,68,6533,56
muyang1,林则徐,9,300,43,.65,48,1085,101
muyang1,方世玉,10,300,80,1.21,91,2260,113
muyang1,多尔衮,11,300,30,.45,60,6019,60
muyang1,左宗棠,12,300,35,.53,61,5206,68
muyang1,张之洞,13,300,36,.54,66,6180,68
muyang1,蒲松龄,14,300,41,.62,45,888,67
muyang1,李鸿章,15,250,27,.34,34,1453,58
muyang1,李寻欢,16,350,484,8.58,499,3196,957
muyang1,索尼,17,300,47,.71,55,1622,70
