cq147369,零零发,1,300,102,1.54,108,1381,146
cq147369,鳌拜,2,300,64,.97,76,2563,82
cq147369,和珅,3,150,4,.03,21,3473,13
cq147369,郑板桥,4,200,5,.05,16,2328,21
cq147369,喜来乐,5,200,7,.07,24,3573,21
cq147369,苏乞儿,6,300,59,.89,80,4259,88
cq147369,李卫,7,150,3,.02,24,4338,14
cq147369,刘伯温,8,300,18,.27,60,8452,33
cq147369,林则徐,9,200,3,.03,25,4512,19
cq147369,方世玉,10,300,45,.68,63,3691,63
cq147369,多尔衮,11,300,25,.38,45,4134,37
cq147369,左宗棠,12,300,10,.15,51,8225,32
cq147369,张之洞,13,300,8,.12,59,10270,22
cq147369,蒲松龄,14,150,2,.02,20,3716,16
cq147369,李鸿章,15,150,6,.05,24,3772,19
cq147369,李寻欢,16,300,14,.21,49,7042,32
cq147369,索尼,17,150,8,.06,22,2968,29
cq147369,胡雪岩,18,150,3,.02,11,1773,16
cq147369,曹雪芹,19,150,3,.02,16,2745,16
cq147369,海大富,20,300,45,.68,71,5336,83
cq147369,华佗,21,150,3,.02,24,4244,17
cq147369,墨子,22,150,3,.02,15,2587,17
cq147369,杜甫,23,300,4,.06,60,11312,19
cq147369,廉颇,24,300,17,.26,56,7835,37
cq147369,庄周,25,200,6,.06,14,1698,21
cq147369,李元芳,26,300,4,.06,41,7555,17
cq147369,鲁班,27,51,2,.01,30,5790,17
cq147369,孙武,28,300,10,.15,32,4479,18
cq147369,张良,29,51,2,.01,4,570,18
cq147369,关羽,33,350,268,4.76,270,576,277
cq147369,张飞,34,350,47,.84,48,326,56
cq147369,赵云,35,350,47,.91,50,746,56
cq147369,马超,36,350,273,4.85,276,784,282
cq147369,黄忠,37,350,212,3.77,212,53,221
cq147369,诸葛亮,38,350,294,5.23,297,746,305
cq147369,庞统,39,350,161,2.85,162,364,172
cq147369,周瑜,40,350,115,2.04,116,234,125
cq147369,郭嘉,41,350,342,6.07,346,854,353
cq147369,韦小宝,44,350,327,5.76,328,227,372
cq147369,黄飞鸿,45,350,139,2.45,142,659,222
cq147369,马云騄,55,350,293,5.16,294,340,906
muyang1,零零发,1,350,224,3.95,224,99,368
muyang1,鳌拜,2,350,172,3.04,172,25,263
muyang1,和珅,3,300,46,.69,53,1583,78
muyang1,郑板桥,4,250,25,.31,31,1342,53
muyang1,喜来乐,5,300,33,.50,41,1628,66
muyang1,苏乞儿,6,300,101,1.53,127,5243,150
muyang1,李卫,7,289,27,.39,35,1751,61
muyang1,刘伯温,8,300,36,.54,80,8926,56
