profile,姓名,id,等级,武力,满武力,书籍经验,总资质
muyang2,刘伯温,8,300,36,60,4920,48
muyang2,林则徐,9,300,23,28,1170,35
muyang2,方世玉,10,300,45,79,6914,105
muyang2,多尔衮,11,250,20,38,3788,56
muyang2,左宗棠,12,300,35,53,3746,65
muyang2,张之洞,13,300,40,66,5345,103
muyang2,蒲松龄,14,300,42,48,1365,72
muyang2,李鸿章,15,250,28,32,852,40
muyang2,李寻欢,16,350,671,681,2090,1223
muyang2,索尼,17,250,30,35,1023,102
muyang2,胡雪岩,18,250,22,27,1077,34
muyang2,曹雪芹,19,300,45,54,1829,63
muyang2,海大富,20,300,61,70,1899,85
muyang2,华佗,21,250,20,26,1317,53
muyang2,墨子,22,250,20,26,1304,32
muyang2,杜甫,23,250,16,46,6100,28
muyang2,廉颇,24,250,26,32,1270,53
muyang2,庄周,25,250,20,26,1269,77
muyang2,李元芳,26,250,16,45,5871,28
muyang2,鲁班,27,250,22,27,1063,40
muyang2,孙武,28,250,26,31,1108,44
muyang2,张良,29,250,8,15,1404,92
muyang2,姜子牙,30,6,8,8,20,26
muyang2,关羽,33,400,1116,1117,273,2016
muyang2,张飞,34,300,34,35,376,46
muyang2,赵云,35,300,37,40,741,55
muyang2,马超,36,300,58,70,2536,70
muyang2,黄忠,37,300,32,33,289,50
muyang2,诸葛亮,38,400,659,660,229,1211
muyang2,庞统,39,300,36,45,1821,60
muyang2,周瑜,40,350,76,83,1512,94
muyang2,郭嘉,41,350,303,304,247,333
muyang2,韦小宝,44,350,153,153,159,1011
muyang2,马云騄,55,400,276,303,5592,447
muyang2,王异,65,400,340,340,43,382
1358177 yubei,零零发,1,300,64,113,9929,76
1358177 yubei,鳌拜,2,200,78,96,3681,114
1358177 yubei,和珅,3,150,52,56,932,67
1358177 yubei,郑板桥,4,59,15,15,195,27
1358177 yubei,喜来乐,5,150,40,47,1534,52
1358177 yubei,苏乞儿,6,250,105,121,3248,117
1358177 yubei,李卫,7,150,37,40,778,94
1358177 yubei,刘伯温,8,300,14,44,6052,38
1358177 yubei,林则徐,9,59,20,24,831,32
1358177 yubei,方世玉,10,300,55,55,167,85
1358177 yubei,多尔衮,11,150,30,49,3916,66
1358177 yubei,左宗棠,12,150,20,47,5520,44
1358177 yubei,张之洞,13,150,36,59,4740,114
1358177 yubei,蒲松龄,14,200,54,66,2519,69
1358177 yubei,李鸿章,15,59,48,51,765,60
1358177 yubei,李寻欢,16,200,36,47,2333,48
1358177 yubei,索尼,17,59,30,33,742,78
1358177 yubei,胡雪岩,18,59,14,15,270,26
1358177 yubei,曹雪芹,19,150,33,40,1460,51
1358177 yubei,海大富,20,300,80,83,735,92
1358177 yubei,华佗,21,100,24,28,985,72
1358177 yubei,墨子,22,150,44,49,1027,62
1358177 yubei,杜甫,23,150,20,53,6752,32
1358177 yubei,廉颇,24,200,35,43,1620,53
1358177 yubei,庄周,25,59,28,34,1220,67
1358177 yubei,李元芳,26,200,52,83,6368,64
1358177 yubei,鲁班,27,59,21,27,1235,39
1358177 yubei,孙武,28,130,32,36,883,50
1358177 yubei,张良,29,100,13,13,95,55
1358177 yubei,姜子牙,30,59,15,17,438,33
1358177 yubei,关羽,33,400,216,216,169,234
1358177 yubei,张飞,34,300,46,49,792,58
1358177 yubei,赵云,35,300,55,57,414,73
1358177 yubei,马超,36,400,1912,1936,4805,1996
1358177 yubei,黄忠,37,250,34,44,2082,52
1358177 yubei,诸葛亮,38,400,450,451,209,498
1358177 yubei,庞统,39,300,71,74,658,107
1358177 yubei,周瑜,40,300,65,67,572,77
1358177 yubei,郭嘉,41,350,216,219,633,252
1358177 yubei,韦小宝,44,400,111,113,534,3168
1358177 yubei,关银屏,51,400,1002,1011,1837,1056
1358177 yubei,马云騄,55,400,41,45,908,212
1770994 yubeiyi,零零发,1,300,102,103,268,114
1770994 yubeiyi,鳌拜,2,150,50,71,4323,77
1770994 yubeiyi,和珅,3,59,32,35,724,47
1770994 yubeiyi,郑板桥,4,59,39,41,531,51
1770994 yubeiyi,喜来乐,5,59,28,30,573,40
1770994 yubeiyi,苏乞儿,6,150,30,41,2290,42
1770994 yubeiyi,李卫,7,150,23,28,1045,86
1770994 yubeiyi,刘伯温,8,300,50,79,5863,62
1770994 yubeiyi,林则徐,9,59,20,27,1565,32
1770994 yubeiyi,方世玉,10,300,20,50,6099,50
1770994 yubeiyi,多尔衮,11,150,25,40,3059,58
1770994 yubeiyi,左宗棠,12,100,30,45,3117,42
1770994 yubeiyi,张之洞,13,59,44,66,4535,92
1770994 yubeiyi,蒲松龄,14,100,32,34,570,62
1770994 yubeiyi,李鸿章,15,59,19,25,1210,55
1770994 yubeiyi,李寻欢,16,200,77,82,1133,89
1770994 yubeiyi,索尼,17,150,26,37,2362,92
1770994 yubeiyi,胡雪岩,18,59,20,22,510,32
1770994 yubeiyi,曹雪芹,19,150,21,26,1099,66
1770994 yubeiyi,海大富,20,200,46,49,734,58
1770994 yubeiyi,华佗,21,100,23,28,1116,80
1770994 yubeiyi,墨子,22,59,22,24,455,52
1770994 yubeiyi,杜甫,23,150,32,61,5809,44
1770994 yubeiyi,廉颇,24,150,27,33,1374,45
1770994 yubeiyi,庄周,25,59,9,9,195,48
1770994 yubeiyi,李元芳,26,57,4,20,3250,16
1770994 yubeiyi,鲁班,27,59,9,10,240,27
1770994 yubeiyi,孙武,28,59,18,20,570,36
1770994 yubeiyi,张良,29,16,9,9,10,39
1770994 yubeiyi,姜子牙,30,59,9,11,475,27
1770994 yubeiyi,关羽,33,400,172,189,3504,190
1770994 yubeiyi,张飞,34,200,36,39,788,48
1770994 yubeiyi,赵云,35,200,32,34,477,50
1770994 yubeiyi,马超,36,400,1564,1566,416,1672
1770994 yubeiyi,黄忠,37,200,22,24,543,40
1770994 yubeiyi,诸葛亮,38,350,199,204,1117,241
1770994 yubeiyi,庞统,39,250,41,48,1573,68
1770994 yubeiyi,周瑜,40,200,27,39,2465,39
1770994 yubeiyi,郭嘉,41,400,393,394,352,420
1770994 yubeiyi,韦小宝,44,400,96,99,612,2643
1770994 yubeiyi,马云騄,55,400,36,40,846,207
1770994 yubeiyi,张星彩,58,400,193,195,456,238
1861216 jia,零零发,1,300,80,126,9292,92
1861216 jia,鳌拜,2,250,118,141,4740,160
1861216 jia,和珅,3,100,26,26,93,41
1861216 jia,郑板桥,4,200,68,72,989,80
1861216 jia,喜来乐,5,200,58,61,680,70
1861216 jia,苏乞儿,6,300,183,214,6319,195
1861216 jia,李卫,7,150,47,51,858,86
1861216 jia,刘伯温,8,300,48,75,5491,66
1861216 jia,林则徐,9,350,77,83,1202,89
1861216 jia,方世玉,10,300,45,93,9611,81
1861216 jia,多尔衮,11,150,25,61,7322,64
1861216 jia,左宗棠,12,200,55,89,6975,67
1861216 jia,张之洞,13,200,62,87,5021,176
1861216 jia,蒲松龄,14,200,64,68,934,169
1861216 jia,李鸿章,15,200,64,68,844,82
1861216 jia,李寻欢,16,250,87,109,4483,99
1861216 jia,索尼,17,59,34,36,451,112
1861216 jia,胡雪岩,18,59,14,14,85,26
1861216 jia,曹雪芹,19,59,48,49,319,84
1861216 jia,海大富,20,200,67,84,3435,79
1861216 jia,华佗,21,150,50,54,806,116
1861216 jia,墨子,22,150,40,45,1105,58
1861216 jia,杜甫,23,150,44,79,7078,56
1861216 jia,廉颇,24,200,47,63,3329,65
1861216 jia,庄周,25,200,60,63,704,186
1861216 jia,李元芳,26,99,48,83,7173,108
1861216 jia,鲁班,27,59,16,16,25,34
1861216 jia,孙武,28,59,46,51,1187,64
1861216 jia,张良,29,59,19,19,75,97
1861216 jia,姜子牙,30,59,13,13,40,31
1861216 jia,孙膑,31,1,13,13,120,31
1861216 jia,关羽,33,400,532,533,201,550
1861216 jia,张飞,34,350,170,176,1303,182
1861216 jia,赵云,35,350,172,176,808,190
1861216 jia,马超,36,400,1956,1959,743,2136
1861216 jia,黄忠,37,260,84,85,291,102
1861216 jia,诸葛亮,38,400,644,646,558,788
1861216 jia,庞统,39,300,101,107,1225,140
1861216 jia,周瑜,40,300,66,69,608,78
1861216 jia,郭嘉,41,400,948,948,179,987
1861216 jia,韦小宝,44,400,87,97,2030,4200
1861216 jia,马云騄,55,400,25,50,5004,4396
1861216 jia,张星彩,58,400,324,363,7995,405
1861216 jia,王异,65,400,1944,1951,1412,2031
12160829 yi,零零发,1,300,66,116,10051,78
12160829 yi,鳌拜,2,250,94,112,3645,130
12160829 yi,和珅,3,100,17,17,195,32
12160829 yi,郑板桥,4,59,35,37,485,53
12160829 yi,喜来乐,5,150,52,55,687,64
12160829 yi,苏乞儿,6,300,151,170,3866,163
12160829 yi,李卫,7,150,48,51,679,78
12160829 yi,刘伯温,8,300,22,51,5899,34
12160829 yi,林则徐,9,200,44,48,921,56
12160829 yi,方世玉,10,300,35,79,8816,77
12160829 yi,多尔衮,11,150,45,77,6596,81
12160829 yi,左宗棠,12,100,5,19,2851,17
12160829 yi,张之洞,13,150,52,78,5244,139
12160829 yi,蒲松龄,14,200,48,51,633,123
12160829 yi,李鸿章,15,200,47,50,670,71
12160829 yi,李寻欢,16,250,83,95,2584,95
12160829 yi,索尼,17,200,51,54,664,177
12160829 yi,胡雪岩,18,150,29,31,540,41
12160829 yi,曹雪芹,19,59,47,49,455,65
12160829 yi,海大富,20,200,77,90,2649,89
12160829 yi,华佗,21,150,30,33,620,174
12160829 yi,墨子,22,59,41,43,494,53
12160829 yi,杜甫,23,300,72,106,6872,84
12160829 yi,廉颇,24,200,56,62,1270,74
12160829 yi,庄周,25,150,48,50,494,144
12160829 yi,李元芳,26,59,44,71,5504,56
12160829 yi,鲁班,27,59,33,34,335,51
12160829 yi,孙武,28,59,34,37,661,52
12160829 yi,张良,29,52,13,13,170,43
12160829 yi,姜子牙,30,100,21,22,384,39
12160829 yi,孙膑,31,1,12,12,10,30
12160829 yi,关羽,33,400,240,242,524,258
12160829 yi,张飞,34,300,63,64,229,75
12160829 yi,赵云,35,300,69,72,774,87
12160829 yi,马超,36,400,1857,1859,561,2013
12160829 yi,黄忠,37,300,69,69,178,87
12160829 yi,诸葛亮,38,400,636,637,397,702
12160829 yi,庞统,39,300,60,63,736,96
12160829 yi,周瑜,40,300,194,200,1207,206
12160829 yi,郭嘉,41,350,207,226,3872,243
12160829 yi,韦小宝,44,400,231,239,1728,3819
12160829 yi,关银屏,51,400,2990,3021,6232,3053
12160829 yi,马云騄,55,400,28,69,8301,3625
134886 bing,零零发,1,300,68,114,9236,80
134886 bing,鳌拜,2,200,80,99,3812,116
134886 bing,和珅,3,59,42,44,485,57
134886 bing,郑板桥,4,59,13,14,245,25
134886 bing,喜来乐,5,100,28,30,482,40
134886 bing,苏乞儿,6,300,159,189,6147,171
134886 bing,李卫,7,150,37,39,437,76
134886 bing,刘伯温,8,300,62,89,5415,74
134886 bing,林则徐,9,59,13,14,340,25
134886 bing,方世玉,10,300,35,77,8406,65
134886 bing,多尔衮,11,100,5,35,6054,44
134886 bing,左宗棠,12,200,40,74,6953,52
134886 bing,张之洞,13,200,40,64,4970,160
134886 bing,蒲松龄,14,250,50,53,615,65
134886 bing,李鸿章,15,150,33,36,710,57
134886 bing,李寻欢,16,250,72,90,3785,84
134886 bing,索尼,17,200,34,36,407,127
134886 bing,胡雪岩,18,70,52,55,639,70
134886 bing,曹雪芹,19,200,44,47,650,62
134886 bing,海大富,20,200,85,102,3554,97
134886 bing,华佗,21,200,47,50,766,131
134886 bing,墨子,22,59,31,33,445,43
134886 bing,杜甫,23,300,56,88,6468,68
134886 bing,廉颇,24,200,52,64,2430,70
134886 bing,庄周,25,150,25,29,973,139
134886 bing,李元芳,26,59,40,68,5755,52
134886 bing,鲁班,27,150,41,45,877,59
134886 bing,孙武,28,95,58,60,527,76
134886 bing,张良,29,59,19,19,35,49
134886 bing,姜子牙,30,59,24,24,10,42
134886 bing,孙膑,31,1,12,12,30,30
134886 bing,关羽,33,400,376,378,560,394
134886 bing,张飞,34,300,67,70,795,79
134886 bing,赵云,35,300,93,95,512,111
134886 bing,马超,36,400,2255,2260,1180,2399
134886 bing,黄忠,37,260,65,68,727,83
134886 bing,诸葛亮,38,400,1514,1515,305,1598
134886 bing,庞统,39,250,54,57,635,90
134886 bing,周瑜,40,250,69,72,700,81
134886 bing,郭嘉,41,400,957,957,140,993
134886 bing,韦小宝,44,400,96,105,1921,5706
134886 bing,马云騄,55,400,1071,1103,6474,3441
134886 bing,张星彩,58,400,49,56,1498,103
134886 bing,张辽,59,68,26,30,978,74
88699777 ding,零零发,1,300,60,109,9929,72
88699777 ding,鳌拜,2,200,106,126,4045,142
88699777 ding,和珅,3,59,15,15,110,30
88699777 ding,郑板桥,4,59,31,34,619,55
88699777 ding,喜来乐,5,100,13,13,185,25
88699777 ding,苏乞儿,6,300,171,190,3920,183
88699777 ding,李卫,7,150,25,28,625,94
88699777 ding,刘伯温,8,300,60,89,5926,72
88699777 ding,林则徐,9,200,62,66,875,74
88699777 ding,方世玉,10,300,50,92,8540,86
88699777 ding,多尔衮,11,150,35,69,6916,71
88699777 ding,左宗棠,12,150,30,51,4274,48
88699777 ding,张之洞,13,200,46,73,5482,163
88699777 ding,蒲松龄,14,200,65,69,832,80
88699777 ding,李鸿章,15,59,61,63,575,73
88699777 ding,李寻欢,16,250,75,88,2677,87
88699777 ding,索尼,17,200,30,34,914,168
88699777 ding,胡雪岩,18,59,61,63,425,73
88699777 ding,曹雪芹,19,59,44,46,570,62
88699777 ding,海大富,20,200,57,70,2649,69
88699777 ding,华佗,21,150,26,30,841,95
88699777 ding,墨子,22,150,36,40,840,48
88699777 ding,杜甫,23,300,44,73,5998,56
88699777 ding,廉颇,24,200,73,77,819,91
88699777 ding,庄周,25,150,54,56,589,108
88699777 ding,李元芳,26,100,8,27,3946,26
88699777 ding,鲁班,27,100,12,13,275,30
88699777 ding,孙武,28,59,50,53,750,68
88699777 ding,张良,29,59,18,18,150,66
88699777 ding,姜子牙,30,59,39,41,510,57
88699777 ding,关羽,33,400,236,239,721,254
88699777 ding,张飞,34,300,55,58,690,67
88699777 ding,赵云,35,300,72,74,473,90
88699777 ding,马超,36,400,1970,1971,338,2162
88699777 ding,黄忠,37,250,41,43,549,59
88699777 ding,诸葛亮,38,400,675,676,253,723
88699777 ding,庞统,39,300,62,66,859,98
88699777 ding,周瑜,40,300,86,90,843,98
88699777 ding,郭嘉,41,350,243,262,3873,279
88699777 ding,韦小宝,44,400,120,130,2093,4068
88699777 ding,关银屏,51,400,2948,2959,2324,3002
88699777 ding,马云騄,55,400,23,69,9312,4136
pgh123,零零发,1,300,26,81,11073,38
pgh123,鳌拜,2,150,34,57,4796,55
pgh123,和珅,3,20,9,24,3035,39
pgh123,郑板桥,4,10,8,20,2440,32
pgh123,喜来乐,5,20,8,22,2970,20
pgh123,苏乞儿,6,200,30,51,4395,42
pgh123,李卫,7,100,8,34,5328,38
pgh123,刘伯温,8,300,20,58,7646,32
pgh123,林则徐,9,80,9,16,1563,21
pgh123,方世玉,10,300,5,36,6271,35
pgh123,多尔衮,11,100,5,31,5230,26
pgh123,左宗棠,12,100,5,23,3793,17
pgh123,张之洞,13,150,16,49,6664,115
pgh123,蒲松龄,14,100,9,22,2720,39
pgh123,李鸿章,15,5,8,21,2665,20
pgh123,李寻欢,16,150,21,31,2139,39
pgh123,索尼,17,59,8,18,2170,41
pgh123,胡雪岩,18,10,8,32,4885,20
pgh123,曹雪芹,19,2,8,24,3265,26
pgh123,海大富,20,150,17,22,1090,29
pgh123,华佗,21,100,8,20,2514,59
pgh123,墨子,22,79,8,19,2285,20
pgh123,杜甫,23,100,4,36,6469,16
pgh123,廉颇,24,2,9,27,3640,27
pgh123,庄周,25,12,8,25,3560,35
pgh123,李元芳,26,1,4,35,6375,16
pgh123,鲁班,27,1,8,20,2547,26
pgh123,孙武,28,1,10,12,550,28
pgh123,张良,29,1,8,8,170,38
pgh123,姜子牙,30,1,8,8,40,26
pgh123,关羽,33,350,48,50,442,66
pgh123,张飞,34,10,21,22,310,33
pgh123,赵云,35,10,17,21,850,35
pgh123,马超,36,400,1080,1080,74,1140
pgh123,黄忠,37,1,18,20,487,36
pgh123,诸葛亮,38,400,173,182,1987,233
pgh123,庞统,39,200,23,29,1234,44
pgh123,周瑜,40,150,17,21,952,29
pgh123,郭嘉,41,350,357,385,5679,378
pgh123,韦小宝,44,350,15,31,3351,1614
pgh123,马云騄,55,400,11,41,6196,182
pgh123,张星彩,58,350,30,75,9059,69
pgh1234,零零发,1,300,102,102,64,114
pgh1234,鳌拜,2,150,46,68,4489,58
pgh1234,和珅,3,59,4,19,3065,19
pgh1234,郑板桥,4,10,4,10,1315,22
pgh1234,喜来乐,5,20,4,15,2240,16
pgh1234,苏乞儿,6,150,11,26,3189,23
pgh1234,李卫,7,10,4,5,360,25
pgh1234,刘伯温,8,300,36,47,2210,84
pgh1234,林则徐,9,59,5,14,1800,17
pgh1234,方世玉,10,300,10,37,5446,31
pgh1234,多尔衮,11,100,25,26,361,37
pgh1234,左宗棠,12,150,10,22,2520,22
pgh1234,张之洞,13,59,14,40,5260,38
pgh1234,蒲松龄,14,100,4,8,980,19
pgh1234,李鸿章,15,10,4,7,650,16
pgh1234,李寻欢,16,200,45,53,1794,57
pgh1234,索尼,17,59,4,18,2915,28
pgh1234,胡雪岩,18,59,4,8,880,16
pgh1234,曹雪芹,19,59,4,13,1880,13
pgh1234,海大富,20,150,16,22,1305,28
pgh1234,华佗,21,80,4,10,1294,43
pgh1234,墨子,22,59,4,8,975,16
pgh1234,杜甫,23,100,4,16,2493,16
pgh1234,廉颇,24,1,9,21,2565,18
pgh1234,庄周,25,1,4,22,3705,31
pgh1234,李元芳,26,1,4,17,2700,16
pgh1234,鲁班,27,1,4,6,470,13
pgh1234,孙武,28,1,10,10,190,19
pgh1234,张良,29,1,4,4,150,34
pgh1234,姜子牙,30,1,4,4,20,13
pgh1234,关羽,33,350,40,42,570,49
pgh1234,张飞,34,1,19,21,475,31
pgh1234,赵云,35,1,11,15,902,20
pgh1234,马超,36,400,1036,1038,502,1048
pgh1234,黄忠,37,20,11,12,250,20
pgh1234,诸葛亮,38,350,166,169,728,184
pgh1234,庞统,39,59,18,19,220,30
pgh1234,周瑜,40,59,8,10,530,20
pgh1234,郭嘉,41,350,171,174,699,183
pgh1234,韦小宝,44,350,15,15,124,1452
pgh1234,马云騄,55,400,38,43,1120,209
pgh1234,张星彩,58,350,114,115,366,135
pgh12345,零零发,1,300,72,80,1785,84
pgh12345,鳌拜,2,20,32,41,1955,47
pgh12345,和珅,3,10,5,13,1610,20
pgh12345,郑板桥,4,10,6,9,700,18
pgh12345,喜来乐,5,20,6,10,980,18
pgh12345,苏乞儿,6,150,44,59,3025,56
pgh12345,李卫,7,150,19,24,1075,40
pgh12345,刘伯温,8,300,36,37,296,48
pgh12345,林则徐,9,10,5,11,1325,17
pgh12345,方世玉,10,100,20,37,3574,41
pgh12345,多尔衮,11,80,10,26,3331,25
pgh12345,左宗棠,12,59,5,17,2430,17
pgh12345,张之洞,13,59,14,24,2125,41
pgh12345,蒲松龄,14,100,5,10,1041,50
pgh12345,李鸿章,15,59,5,25,4095,17
pgh12345,李寻欢,16,150,17,24,1522,29
pgh12345,索尼,17,20,5,16,2325,29
pgh12345,胡雪岩,18,10,5,21,3370,17
pgh12345,曹雪芹,19,10,5,22,3440,14
pgh12345,海大富,20,150,21,26,1070,33
pgh12345,华佗,21,100,5,10,1163,53
pgh12345,墨子,22,10,5,17,2505,17
pgh12345,杜甫,23,50,4,29,5075,16
pgh12345,廉颇,24,15,9,19,2045,18
pgh12345,庄周,25,1,5,19,2935,32
pgh12345,李元芳,26,1,4,14,2005,16
pgh12345,鲁班,27,1,5,6,380,14
pgh12345,孙武,28,1,76,76,180,85
pgh12345,张良,29,1,5,5,50,35
pgh12345,关羽,33,350,40,42,578,49
pgh12345,张飞,34,1,19,20,265,31
pgh12345,赵云,35,1,31,33,480,40
pgh12345,马超,36,400,761,762,351,773
pgh12345,黄忠,37,1,27,28,395,36
pgh12345,诸葛亮,38,350,277,279,506,289
pgh12345,庞统,39,50,8,28,4085,23
pgh12345,周瑜,40,40,8,18,2185,20
pgh12345,郭嘉,41,350,210,213,720,225
pgh12345,韦小宝,44,350,24,25,341,1572
pgh12345,马云騄,55,400,38,40,516,209
pgh12345,张星彩,58,350,40,82,8422,64
pgh123456,零零发,1,320,82,86,978,94
pgh123456,鳌拜,2,150,38,44,1375,53
pgh123456,和珅,3,11,6,9,787,21
pgh123456,郑板桥,4,10,7,15,1725,19
pgh123456,喜来乐,5,20,6,11,1000,18
pgh123456,苏乞儿,6,150,15,29,2899,27
pgh123456,李卫,7,100,6,17,2220,27
pgh123456,刘伯温,8,300,24,38,2814,36
pgh123456,林则徐,9,10,6,10,935,18
pgh123456,方世玉,10,300,5,39,6931,26
pgh123456,多尔衮,11,100,10,34,4814,25
pgh123456,左宗棠,12,100,10,23,2685,22
pgh123456,张之洞,13,59,14,28,2940,41
pgh123456,蒲松龄,14,100,8,12,828,53
pgh123456,李鸿章,15,10,7,20,2760,19
pgh123456,李寻欢,16,150,43,50,1538,55
pgh123456,索尼,17,10,6,15,1920,30
pgh123456,胡雪岩,18,10,6,23,3520,18
pgh123456,曹雪芹,19,10,6,10,815,15
pgh123456,海大富,20,150,13,14,249,25
pgh123456,华佗,21,100,7,9,589,55
pgh123456,墨子,22,10,6,15,1960,18
pgh123456,杜甫,23,100,4,15,2321,16
pgh123456,廉颇,24,21,9,12,695,18
pgh123456,庄周,25,1,6,16,2085,33
pgh123456,李元芳,26,1,4,13,1890,16
pgh123456,鲁班,27,1,6,8,432,15
pgh123456,孙武,28,350,334,338,948,343
pgh123456,张良,29,1,6,6,110,36
pgh123456,关羽,33,350,36,38,498,45
pgh123456,张飞,34,30,11,12,320,23
pgh123456,赵云,35,1,19,20,200,28
pgh123456,马超,36,400,961,961,157,1129
pgh123456,黄忠,37,1,11,11,180,20
pgh123456,诸葛亮,38,300,177,181,868,189
pgh123456,庞统,39,50,8,11,695,23
pgh123456,周瑜,40,1,8,10,590,20
pgh123456,郭嘉,41,350,429,431,588,444
pgh123456,韦小宝,44,350,21,23,511,1560
pgh123456,关银屏,51,350,504,504,170,528
pgh123456,马云騄,55,400,18,39,4252,2121


