pgh1234567,81,352,237,594,632,3648,1649,959,399,2469,1842,9892,5,3
pgh12345678,54,300,303,74,632,2360,1015,262,369,2192,1599,9945,5,6
pgh123456789,58,274,377,92,638,1852,1396,420,748,3422,2430,11834,5,0
pby123,62,384,368,106,628,3456,1508,244,312,2335,1808,11883,5,9
pby1234,27,310,293,331,717,3015,1359,319,379,2492,1600,12119,5,3
pby12345,341,348,231,524,775,2850,1330,252,162,2239,1728,12875,5,4
pby123456,325,333,339,323,779,3054,1320,298,408,2196,1505,12469,8,10
pby1234567,206,204,153,332,887,2166,1199,272,387,1845,1183,21944,8,19
pby12345678,208,274,296,340,511,1884,1176,253,474,1223,953,19798,8,11
pby123456789,9,15,20,96,362,1089,464,153,147,1500,1257,10710,5,7
wang77,28,28,29,29,213,320,137,106,229,250,208,10647,5,6
wang777,32,32,33,37,223,449,209,14,22,71,133,11054,5,8
wang7777,25,31,31,31,716,963,612,14,20,73,314,8068,5,8


pgh1234567,81,353,237,594,653,3659,1649,959,399,2469,1842,9922,5,3
pgh12345678,54,301,303,74,648,2371,1015,262,369,2192,1599,10000,5,6
pgh123456789,58,274,377,92,656,1863,1396,422,748,3425,2438,11899,5,0
pby123,63,384,368,106,642,3468,1508,244,312,2335,1808,12503,5,9
    pby1234,27,310,294,331,729,3026,1359,321,379,2503,1602,16149,5,3
pby12345,341,348,231,524,790,2856,1330,252,162,2239,1728,12905,5,4
pby123456,325,333,339,323,800,3069,1320,301,415,2202,1513,2469,10,10
    pby1234567,206,204,153,332,899,2170,1199,275,389,1853,1185,21954,8,19
pby12345678,209,275,297,341,616,1931,1256,326,535,1387,1082,13463,10,11
pby123456789,9,15,20,96,377,1100,464,155,148,1508,1261,10720,5,7
wang77,28,28,29,29,214,321,137,109,231,254,214,10747,5,6
wang777,32,32,33,37,223,450,209,18,22,77,138,11754,5,8
wang7777,25,31,31,31,716,964,612,18,20,79,319,8168,5,8


pgh1234567,81,354,237,594,683,3693,1649,973,405,2487,1849,4808,8,3
pgh12345678,54,301,303,74,671,2384,1015,273,372,2215,1605,2990,8,6
pgh123456789,58,274,377,92,690,1887,1396,438,758,3447,2446,5471,8,0
pby123,63,384,369,106,679,3482,1508,261,321,2358,1814,9297,8,9
pby1234,27,310,294,331,755,3044,1359,336,387,2517,1614,5357,8,3
pby12345,341,349,231,524,816,2872,1330,271,170,2258,1739,3460,8,4
pby123456,325,334,339,323,823,3084,1320,307,419,2229,1520,2863,10,10
pby1234567,206,204,153,332,912,2177,1199,287,395,1871,1194,17467,10,19
pby12345678,332,381,477,496,14,1948,1256,337,552,1408,1094,18027,10,11
pby123456789,9,15,20,96,390,1114,464,168,158,1527,1274,4305,8,7
wang77,28,28,29,29,215,323,137,112,232,262,217,11017,5,6
wang777,32,32,33,37,223,452,209,21,25,84,140,11934,5,8
wang7777,25,31,31,31,716,972,612,24,22,84,321,9738,5,8
