pby123,零零发,1,350,216,3.81,254,7774,224
pby123,鳌拜,2,350,148,2.61,186,7781,234
pby123,和珅,3,50,5,.01,38,6725,14
pby123,郑板桥,4,50,5,.01,59,10900,18
pby123,喜来乐,5,50,4,.01,43,7832,18
pby123,苏乞儿,6,300,132,1.99,162,6186,218
pby123,李卫,7,50,4,.01,32,5725,15
pby123,刘伯温,8,300,54,.81,110,11338,68
pby123,林则徐,9,59,5,.01,49,8925,20
pby123,方世玉,10,300,100,1.51,108,1776,173
pby123,多尔衮,11,300,80,1.21,147,13581,151
pby123,左宗棠,12,300,90,1.36,145,11045,163
pby123,张之洞,13,300,22,.33,98,15217,68
pby123,蒲松龄,14,50,4,.01,39,7140,18
pby123,李鸿章,15,50,4,.01,43,7960,21
pby123,李寻欢,16,300,51,.77,128,15599,62
pby123,索尼,17,51,4,.01,54,10035,17
pby123,胡雪岩,18,1,4,.00,14,2050,19
pby123,曹雪芹,19,51,4,.01,48,8891,17
pby123,海大富,20,300,8,.12,101,18629,20
pby123,华佗,21,50,4,.01,42,7660,18
pby123,墨子,22,51,4,.01,29,5132,20
pby123,杜甫,23,300,82,1.24,137,11182,98
pby123,廉颇,24,300,9,.14,108,19893,19
pby123,庄周,25,51,4,.01,57,10728,19
pby123,李元芳,26,300,10,.15,70,12143,40
pby123,鲁班,27,51,4,.01,18,2970,19
pby123,孙武,28,300,106,1.60,183,15464,132
pby123,张良,29,51,4,.01,38,6925,20
pby123,姜子牙,30,1,4,.00,39,7055,20
pby123,关羽,33,350,228,4.05,268,8134,267
pby123,张飞,34,350,117,2.08,156,7851,188
pby123,赵云,35,350,115,2.28,154,7974,154
pby123,马超,36,350,242,4.31,273,6338,293
pby123,黄忠,37,350,109,1.94,151,8555,194
pby123,诸葛亮,38,350,340,6.17,385,9128,569
pby123,庞统,39,350,137,2.43,178,8367,196
pby123,周瑜,40,350,118,2.09,161,8624,160
pby123,郭嘉,41,400,880,18.13,894,2826,1420
pby123,韦小宝,44,350,113,1.99,153,8075,633
pby123,关银屏,51,400,676,13.63,688,2549,1559
pby123,马云騄,55,400,222,4.48,261,7900,304
pby123,张星彩,58,1,8,.00,8,30,34
pby123,张春华,66,1,8,.00,8,0,33
pby1234,零零发,1,350,212,3.74,247,7125,218
pby1234,鳌拜,2,350,142,2.50,178,7313,224
pby1234,和珅,3,50,4,.01,43,7820,13
pby1234,郑板桥,4,50,4,.01,55,10255,14
pby1234,喜来乐,5,50,3,.01,52,9825,13
pby1234,苏乞儿,6,350,118,2.08,190,14574,200
pby1234,李卫,7,50,4,.01,44,8080,15
pby1234,刘伯温,8,350,42,.74,85,8615,53
pby1234,林则徐,9,50,3,.01,45,8545,15
pby1234,方世玉,10,350,105,1.85,117,2478,174
pby1234,多尔衮,11,350,85,1.50,149,12991,154
pby1234,左宗棠,12,350,70,1.23,139,13811,139
pby1234,张之洞,13,350,22,.39,105,16715,65
pby1234,蒲松龄,14,60,3,.01,44,8385,16
pby1234,李鸿章,15,60,3,.01,30,5528,16
pby1234,李寻欢,16,350,55,.97,139,16924,62
pby1234,索尼,17,51,3,.01,47,8985,16
pby1234,胡雪岩,18,51,3,.01,42,7858,16
pby1234,曹雪芹,19,51,3,.01,53,10179,16
pby1234,海大富,20,350,8,.14,119,22208,16
pby1234,华佗,21,50,3,.01,38,7090,17
pby1234,墨子,22,50,3,.01,62,11921,17
