pgh1234567,81,355,237,594,702,3722,1650,993,411,2524,1865,5570,8,3
pgh12345678,54,301,304,74,690,2411,1016,299,380,2255,1621,8941,8,6
pgh123456789,58,274,377,93,701,1914,1397,462,763,3481,2466,10584,8,0
pby123,63,384,369,107,690,3505,1509,278,325,2405,1825,10021,8,9
pby1234,28,310,294,331,774,3068,1360,352,393,2566,1628,13986,8,3
pby12345,341,349,231,524,822,2886,1331,293,176,2282,1762,10415,8,4
pby123456,325,334,339,323,830,3100,1321,323,424,2276,1534,10724,10,10
pby1234567,206,205,153,332,914,2190,1200,311,401,1911,1202,20726,10,19
pby12345678,333,381,477,496,16,1961,1257,346,559,1439,1109,18697,10,11
pby123456789,9,15,20,96,411,1149,465,186,161,1573,1284,8384,8,7
wang77,28,28,29,29,250,355,172,120,252,278,241,9657,5,7
wang777,32,32,33,37,224,463,210,31,25,98,146,12374,5,8
wang7777,25,31,31,31,717,983,613,30,23,99,329,10198,5,8

pgh1234567,81,355,237,594,702,3722,1650,993,421,2524,1875,3670,8,4
pgh12345678,54,301,304,74,690,2411,1016,299,390,2255,1631,7041,8,7
pgh123456789,58,274,377,93,701,1914,1397,462,773,3481,2476,8684,8,1
pby123,63,384,369,107,690,3505,1509,278,335,2405,1835,8121,8,10
pby1234,28,310,294,331,774,3068,1360,352,403,2566,1638,12086,8,4
pby12345,341,349,231,524,822,2886,1331,293,186,2282,1772,8515,8,5
pby123456,325,334,339,323,830,3100,1321,323,434,2276,1544,8824,10,11
pby1234567,206,205,153,332,914,2190,1200,311,411,1911,1212,18826,10,20
pby12345678,333,381,477,496,16,1961,1257,346,569,1439,1119,16797,10,12
pby123456789,9,15,20,96,411,1149,465,186,171,1573,1294,6484,8,8
wang77,28,28,29,29,250,355,172,120,262,278,251,6756,5,8
wang777,32,32,33,37,224,463,210,31,35,98,156,10474,5,9
wang7777,25,31,31,31,717,983,613,30,33,99,339,8298,5,9
